Symbol,Sector
SGRP,Miscellaneous
SPB           ,Miscellaneous
SPEX,Miscellaneous
STMP,Miscellaneous
STCN,Miscellaneous
TRHC,Miscellaneous
TTGT,Miscellaneous
JYNT,Miscellaneous
NCTY,Miscellaneous
TIVO,Miscellaneous
TSS,Miscellaneous
TNET,Miscellaneous
ULBI,Miscellaneous
USAT,Miscellaneous
USATP,Miscellaneous
PAY,Miscellaneous
VVI,Miscellaneous
VHC,Miscellaneous
V,Miscellaneous
WAGE,Miscellaneous
WU,Miscellaneous
WEX,Miscellaneous
WNS,Miscellaneous
WP,Miscellaneous
XELB,Miscellaneous
Z,Miscellaneous
ZG,Miscellaneous
CAFD,Public Utilities
EGHT,Public Utilities
ADTN,Public Utilities
ADSW,Public Utilities
AKTS,Public Utilities
ALSK,Public Utilities
AQN,Public Utilities
ALE,Public Utilities
LNT,Public Utilities
AEE,Public Utilities
AMOV,Public Utilities
AMX,Public Utilities
AEP,Public Utilities
AMID,Public Utilities
AWR,Public Utilities
AWK,Public Utilities
AMGP,Public Utilities
AM,Public Utilities
WTR,Public Utilities
WAAS,Public Utilities
AROC,Public Utilities
ARTNA,Public Utilities
T,Public Utilities
TBB,Public Utilities
ATTO,Public Utilities
AY,Public Utilities
ATO,Public Utilities
ATNI,Public Utilities
AUDC,Public Utilities
AWX,Public Utilities
AGR,Public Utilities
AVYA,Public Utilities
AVA,Public Utilities
AZRE,Public Utilities
BCE,Public Utilities
BKH,Public Utilities
BKHU,Public Utilities
BWP,Public Utilities
BEP,Public Utilities
BT,Public Utilities
CDZI,Public Utilities
CWT,Public Utilities
CWST,Public Utilities
CEL,Public Utilities
CNP,Public Utilities
EBR,Public Utilities
CEPU,Public Utilities
CTL,Public Utilities
CQH,Public Utilities
CQP,Public Utilities
LNG,Public Utilities
CPK,Public Utilities
CHL,Public Utilities
CHA,Public Utilities
CHU,Public Utilities
CHT,Public Utilities
CIEN,Public Utilities
CBB,Public Utilities
CLNE,Public Utilities
CLFD,Public Utilities
CLRO,Public Utilities
CMS,Public Utilities
CMS^B,Public Utilities
CMSA,Public Utilities
CNXM,Public Utilities
JCS,Public Utilities
CIG,Public Utilities
SBS,Public Utilities
ELP,Public Utilities
CTWS,Public Utilities
CNSL,Public Utilities
ED,Public Utilities
CWCO,Public Utilities
CPL,Public Utilities
DZSI,Public Utilities
DCP,Public Utilities
DM,Public Utilities
D,Public Utilities
DCUD,Public Utilities
DRUA,Public Utilities
DTE,Public Utilities
DTJ,Public Utilities
DTQ,Public Utilities
DTV,Public Utilities
DTW,Public Utilities
DTY,Public Utilities
DUK,Public Utilities
DUKH,Public Utilities
EIX,Public Utilities
EP^C,Public Utilities
EE,Public Utilities
ELLO,Public Utilities
EDN,Public Utilities
ENBL,Public Utilities
ENIA,Public Utilities
ENIC,Public Utilities
EOCC,Public Utilities
ETE,Public Utilities
ENLK,Public Utilities
ENLC,Public Utilities
ESNC,Public Utilities
EAB,Public Utilities
EAE,Public Utilities
EAI,Public Utilities
ETR,Public Utilities
ELC,Public Utilities
ELJ,Public Utilities
ELU,Public Utilities
EMP,Public Utilities
ENJ,Public Utilities
ENO,Public Utilities
EZT,Public Utilities
EPD,Public Utilities
EQGP,Public Utilities
EQM,Public Utilities
ESTR,Public Utilities
ESTRW,Public Utilities
ES,Public Utilities
EXC,Public Utilities
FN,Public Utilities
FE,Public Utilities
FTS,Public Utilities
FTR,Public Utilities
FTRPR,Public Utilities
FTNW,Public Utilities
GLIBA,Public Utilities
GLIBP,Public Utilities
GNE,Public Utilities
GPJA,Public Utilities
GWRS,Public Utilities
GLOW,Public Utilities
GXP,Public Utilities
GTT,Public Utilities
HE,Public Utilities
HNP,Public Utilities
IDA,Public Utilities
IDT,Public Utilities
INFN,Public Utilities
IGLD,Public Utilities
JSYN,Public Utilities
JSYNR,Public Utilities
JSYNU,Public Utilities
JSYNW,Public Utilities
JE,Public Utilities
KEN,Public Utilities
KMI,Public Utilities
KEP,Public Utilities
KT,Public Utilities
LOOP,Public Utilities
CALL,Public Utilities
MTSL,Public Utilities
MSEX,Public Utilities
MBT,Public Utilities
NFG,Public Utilities
NGG,Public Utilities
NTGR,Public Utilities
NJR,Public Utilities
NEXT,Public Utilities
NEP,Public Utilities
NEE,Public Utilities
NMK^B,Public Utilities
NMK^C,Public Utilities
NIHD,Public Utilities
NI,Public Utilities
NWN,Public Utilities
NWE,Public Utilities
NRG,Public Utilities
NYLD,Public Utilities
OPTT,Public Utilities
OGE,Public Utilities
OGS,Public Utilities
OHGI,Public Utilities
OKE,Public Utilities
ORAN,Public Utilities
ORA,Public Utilities
OTEL,Public Utilities
OTTR,Public Utilities
PCG,Public Utilities
PAM,Public Utilities
PTNR,Public Utilities
PEGI,Public Utilities
PDVW,Public Utilities
PNW,Public Utilities
PLT,Public Utilities
PHI,Public Utilities
PNM,Public Utilities
POR,Public Utilities
PPX,Public Utilities
PPL,Public Utilities
TLK,Public Utilities
PEG,Public Utilities
PCYO,Public Utilities
CTAA,Public Utilities
CTBB,Public Utilities
CTDD,Public Utilities
CTU,Public Utilities
CTV,Public Utilities
CTW,Public Utilities
CTX,Public Utilities
CTY,Public Utilities
CTZ,Public Utilities
RSG,Public Utilities
RGCO,Public Utilities
RMP,Public Utilities
SCG,Public Utilities
SRE,Public Utilities
SRE^A,Public Utilities
SHEN,Public Utilities
SJW,Public Utilities
SKM,Public Utilities
SKYS,Public Utilities
SJI,Public Utilities
SJIU,Public Utilities
SXE,Public Utilities
SO,Public Utilities
SOJA,Public Utilities
SOJB,Public Utilities
SOJC,Public Utilities
SWX,Public Utilities
SPKE,Public Utilities
SPKEP,Public Utilities
SEP,Public Utilities
SR,Public Utilities
SPOK,Public Utilities
S,Public Utilities
SMLP,Public Utilities
SUNW,Public Utilities
TEGP,Public Utilities
TEP,Public Utilities
TRGP,Public Utilities
TCP,Public Utilities
TEO,Public Utilities
VIV,Public Utilities
TEF,Public Utilities
TDA,Public Utilities
TDE,Public Utilities
TDI,Public Utilities
TDJ,Public Utilities
TDS,Public Utilities
TU,Public Utilities
TVC,Public Utilities
TVE,Public Utilities
TERP,Public Utilities
YORW,Public Utilities
TSU,Public Utilities
TMUS,Public Utilities
TAC,Public Utilities
TRP,Public Utilities
TGS,Public Utilities
TKC,Public Utilities
UGI,Public Utilities
UGP,Public Utilities
USM,Public Utilities
UZA,Public Utilities
UZB,Public Utilities
UZC,Public Utilities
UTL,Public Utilities
ECOL,Public Utilities
USAC,Public Utilities
VVC,Public Utilities
VEON,Public Utilities
VZ,Public Utilities
VZA,Public Utilities
DYNC,Public Utilities
VST,Public Utilities
VVPR,Public Utilities
VOD,Public Utilities
VG,Public Utilities
WCN,Public Utilities
WM,Public Utilities
WEC,Public Utilities
WR,Public Utilities
WSTL,Public Utilities
WGP,Public Utilities
WES,Public Utilities
WGL,Public Utilities
WMB,Public Utilities
WPZ,Public Utilities
WIN,Public Utilities
XEL,Public Utilities
ZAYO,Public Utilities
VNET,Technology
TWOU,Technology
DDD,Technology
JOBS,Technology
WUBA,Technology
ATEN,Technology
AAN,Technology
ACIA,Technology
ACIW,Technology
ACMR,Technology
ATVI,Technology
ATU,Technology
ACXM,Technology
IOTS,Technology
ADBE,Technology
AMD,Technology
AER,Technology
ACY,Technology
HIVE,Technology
AGYS,Technology
AGMH,Technology
AL,Technology
AYR,Technology
AIRG,Technology
AMCN,Technology
ALRM,Technology
ALLT,Technology
MDRX,Technology
AOSL,Technology
GOOG,Technology
GOOGL,Technology
AABA,Technology
ALTR,Technology
AYX,Technology
AMBA,Technology
AMBR,Technology
DOX,Technology
AMRH,Technology
AMRHW,Technology
AMSWA,Technology
AMKR,Technology
AMN,Technology
ASYS,Technology
ADI,Technology
ANSS,Technology
APPF,Technology
APPN,Technology
AAPL,Technology
AMAT,Technology
AAOI,Technology
APTI,Technology
AQ,Technology
ANET,Technology
ARRS,Technology
ASGN,Technology
ASML,Technology
AZPN,Technology
ALOT,Technology
ASUR,Technology
TEAM,Technology
ATOM,Technology
ATTU,Technology
AUO,Technology
ADSK,Technology
ATHM,Technology
ADP,Technology
AUTO,Technology
AVNW,Technology
AVID,Technology
AWRE,Technology
ACLS,Technology
AXTI,Technology
BOSC,Technology
BIDU,Technology
BAND,Technology
BBSI,Technology
BHE,Technology
BNFT,Technology
BGSF,Technology
BILI,Technology
BKYI,Technology
BITA,Technology
BBOX,Technology
BKI,Technology
BLKB,Technology
BB,Technology
BL,Technology
BDR,Technology
BRQS,Technology
EPAY,Technology
BOX,Technology
BLIN          ,Technology
BCOV,Technology
AVGO,Technology
BVSN,Technology
BRKS,Technology
CA,Technology
CCMP,Technology
CACI,Technology
CDNS,Technology
CAI,Technology
CAMP,Technology
CSIQ,Technology
CARB,Technology
CDLX,Technology
CARG,Technology
CARS,Technology
CASA,Technology
CSLT,Technology
CAVM,Technology
CLS,Technology
CRNT,Technology
CERN,Technology
CEVA,Technology
CYOU,Technology
ECOM          ,Technology
CHKP,Technology
CMCM,Technology
CVR,Technology
CNIT,Technology
CCIH,Technology
CNET,Technology
IMOS,Technology
CRUS,Technology
CSCO,Technology
CISN,Technology
CTXS,Technology
CLDR,Technology
CTSH,Technology
CHUBA,Technology
CHUBK,Technology
COMM,Technology
CVLT,Technology
CPSI,Technology
CTG,Technology
CMTL,Technology
CVON,Technology
CVONW,Technology
CVG,Technology
CLGX,Technology
CSOD,Technology
CPAH,Technology
COUP,Technology
CRAY,Technology
CREE,Technology
CRTO,Technology
CCRN,Technology
CSGS,Technology
CSPI,Technology
CTS,Technology
CW,Technology
CVV,Technology
CYBR,Technology
CY,Technology
CYRN,Technology
DQ,Technology
DWCH,Technology
DVMT,Technology
DTRM,Technology
DGII,Technology
DMRC,Technology
DGLY,Technology
DIOD,Technology
DLHC,Technology
DOV,Technology
DBX,Technology
DSPG,Technology
DXC,Technology
ETN,Technology
EBIX,Technology
ELON,Technology
SATS,Technology
EDGW,Technology
EGAN,Technology
EA,Technology
EFII,Technology
ELLI,Technology
ELTK,Technology
EMAN,Technology
EMKR,Technology
EIGI,Technology
WATT,Technology
ERII,Technology
ENPH,Technology
EPAM,Technology
PLUS,Technology
ERIC,Technology
EVBG,Technology
MRAM,Technology
EVTC,Technology
EVOL,Technology
AQUA,Technology
EXTN,Technology
EXTR,Technology
FFIV,Technology
FB,Technology
FDS,Technology
SFUN,Technology
FNSR,Technology
FEYE,Technology
FSLR,Technology
FISV,Technology
FIT,Technology
FIVN,Technology
FLEX,Technology
FPAY,Technology
FSCT,Technology
FRSX,Technology
FORM,Technology
FORTY,Technology
FTNT,Technology
FSNN,Technology
GDI,Technology
GTES,Technology
GDS,Technology
JOB,Technology
GFN,Technology
GFNCP,Technology
GFNSL,Technology
GIGM,Technology
GILT,Technology
GSB,Technology
GLOB,Technology
GLUU,Technology
GDDY,Technology
GHM,Technology
GEC,Technology
GSUM,Technology
GRPN,Technology
GVP,Technology
GSIT,Technology
GWRE,Technology
HQCL,Technology
HLIT,Technology
HHS,Technology
HSTM,Technology
HSII,Technology
HPE,Technology
HIMX,Technology
HDP,Technology
HPQ,Technology
HMI,Technology
HUBS,Technology
HSON,Technology
ICHR,Technology
ICLK,Technology
INVE,Technology
IEC,Technology
INFO,Technology
ITW,Technology
IMMR,Technology
IMPV,Technology
INFY,Technology
INOD,Technology
ISSC,Technology
INOV,Technology
IPHI,Technology
INPX,Technology
NSP,Technology
INSE,Technology
INST,Technology
IDTI,Technology
INTC,Technology
IDN,Technology
INS,Technology
LINK,Technology
IMI,Technology
INAP,Technology
IBM,Technology
IIJI,Technology
IPG,Technology
INTX,Technology
INXN,Technology
IVAC,Technology
INTU,Technology
IPAS,Technology
IPGP,Technology
JCOM,Technology
JASO,Technology
JBL,Technology
JKHY,Technology
JT,Technology
JKS,Technology
JMU,Technology
JBT,Technology
JNPR,Technology
KAI,Technology
KELYA,Technology
KELYB,Technology
KTCC,Technology
KFRC,Technology
KE,Technology
KONE,Technology
KOPN,Technology
KFY,Technology
KLIC,Technology
KVHI,Technology
KYO,Technology
LLL,Technology
LRCX,Technology
LTRX,Technology
LSCC,Technology
LFGR,Technology
LDOS,Technology
LTRPA,Technology
LTRPB,Technology
LPTH,Technology
LECO,Technology
LN,Technology
LKM,Technology
LIQT,Technology
LPSN,Technology
LOGI,Technology
LOGM,Technology
LFIN,Technology
LORL,Technology
LXFT,Technology
MTSI,Technology
MGIC,Technology
MX,Technology
MNGA,Technology
MJCO,Technology
MAMS,Technology
MANH,Technology
MNTX,Technology
MAN,Technology
MRIN,Technology
MRVL,Technology
MTCH,Technology
MTLS,Technology
MATR,Technology
MAXR,Technology
MXIM,Technology
MXL,Technology
MGRC,Technology
MDCA,Technology
MTBC,Technology
MTBCP,Technology
MDSO,Technology
MLNX,Technology
MFGP,Technology
MCHP,Technology
MU,Technology
MSCC,Technology
MSFT,Technology
MSTR,Technology
MCRN,Technology
MIME,Technology
MNDO,Technology
MB,Technology
MIND,Technology
MINDP,Technology
MITK,Technology
MITL,Technology
MIXT,Technology
MOBL,Technology
MODN,Technology
MOMO,Technology
MDB,Technology
MPWR,Technology
TYPE,Technology
MOSY,Technology
MSI,Technology
MOXC,Technology
MULE,Technology
MYSZ,Technology
NNDM,Technology
NH,Technology
NATI,Technology
NPTN,Technology
NETE,Technology
NTAP,Technology
NLST,Technology
NTCT,Technology
NTWK,Technology
NEWR,Technology
NICE,Technology
NOK,Technology
NUAN,Technology
NTNX,Technology
NVEC,Technology
NVDA,Technology
NXPI,Technology
OIIM,Technology
OCLR,Technology
OKTA,Technology
OMCL,Technology
OMC,Technology
ON,Technology
OTIV,Technology
OSS,Technology
OOMA,Technology
OTEX,Technology
ORCL,Technology
OSIS,Technology
PFIN,Technology
PAGS,Technology
PANW,Technology
TEUM,Technology
PCYG,Technology
PKE,Technology
PRKR,Technology
PAYC,Technology
PCTY,Technology
PCTI,Technology
PDFS,Technology
PEGA,Technology
PNR,Technology
PRFT,Technology
PERI,Technology
PLAB,Technology
PVTL,Technology
PXLW,Technology
PLXS,Technology
PNTR,Technology
POWI,Technology
PSDO,Technology
IPDN,Technology
PRGS,Technology
PFPT,Technology
PRO,Technology
PTC,Technology
PSTG,Technology
QTWO,Technology
QADA,Technology
QADB,Technology
QRVO,Technology
QCOM,Technology
QSII,Technology
QBAK,Technology
QLYS,Technology
QTNA,Technology
QTM,Technology
QRHC,Technology
QUIK,Technology
QUMU,Technology
RDCM,Technology
RSYS,Technology
RMBS,Technology
RPD,Technology
RCMT,Technology
RNWK,Technology
RP,Technology
RHT,Technology
RDVT,Technology
RWC,Technology
SOL,Technology
RENN,Technology
RCII,Technology
RESN,Technology
RXN,Technology
RBBN,Technology
RNG,Technology
RHI,Technology
RST,Technology
RBCN,Technology
RMBL,Technology
SABR,Technology
SAIL,Technology
CRM,Technology
SANM,Technology
SAP,Technology
SPNS,Technology
SCSC,Technology
SAIC,Technology
SGMS,Technology
SEAC,Technology
STX,Technology
SCWX,Technology
SMI,Technology
LEDS,Technology
SMTC,Technology
SEND,Technology
SQNS,Technology
NOW,Technology
SGOC,Technology
SEII,Technology
SHSP,Technology
PIXY,Technology
SHOP,Technology
SSTI,Technology
SSTK,Technology
SWIR,Technology
SIFY,Technology
SIGM,Technology
SGMA,Technology
SILC,Technology
SLAB,Technology
SIMO,Technology
SLP,Technology
SINA,Technology
SWKS,Technology
SGH,Technology
SMSI,Technology
SMTX,Technology
SNAP,Technology
SRAX,Technology
SCKT,Technology
SOGO,Technology
SOHU,Technology
SEDG,Technology
SOFO,Technology
SPA,Technology
ANY,Technology
SPI,Technology
SPLK,Technology
SPSC,Technology
SPXC,Technology
FLOW,Technology
SQ,Technology
SSNC,Technology
STAF,Technology
SXI,Technology
SRT,Technology
STLR,Technology
STLRU,Technology
STLRW,Technology
STM,Technology
SSYS,Technology
STRM,Technology
SPWR,Technology
SMCI,Technology
SPCB,Technology
SCON,Technology
SPRT,Technology
SWCH,Technology
SYKE,Technology
SYMC,Technology
SYNC,Technology
SYNA,Technology
SNCR,Technology
SNX,Technology
SNPS,Technology
SYNT,Technology
DATA,Technology
TSM,Technology
TTWO,Technology
TLND,Technology
TECD,Technology
TCCO,Technology
TLRA,Technology
TNC,Technology
TDC,Technology
TXN,Technology
TGH,Technology
DSGX,Technology
KEYW,Technology
MIDD,Technology
RUBI,Technology
TSG,Technology
TTD,Technology
ULTI,Technology
TNTR,Technology
TISA,Technology
TSEM,Technology
TACT,Technology
TZOO,Technology
TRT,Technology
TRIP,Technology
TRTN,Technology
TRVG,Technology
TBI,Technology
TRUE,Technology
TSRI,Technology
TTEC,Technology
TTMI,Technology
TCX,Technology
TWLO,Technology
TWIN,Technology
TWTR,Technology
TYL,Technology
UBNT,Technology
UCTT,Technology
UIS,Technology
UMC,Technology
URI,Technology
UPLD,Technology
VRNS,Technology
VDSI,Technology
VECO,Technology
VEEV,Technology
VRNT,Technology
VRSN,Technology
VRSK,Technology
VERI,Technology
VSAT,Technology
VIAV,Technology
VRTU,Technology
VMW,Technology
VISI,Technology
VUZI,Technology
WSTG,Technology
WEB,Technology
WB,Technology
WBT,Technology
WDC,Technology
WYY,Technology
WIT,Technology
WIX,Technology
WDAY,Technology
WK,Technology
WPP,Technology
WSCI,Technology
XRX,Technology
XLNX,Technology
XPER,Technology
XPLR,Technology
XNET,Technology
YNDX,Technology
YEXT,Technology
YGE,Technology
YY,Technology
ZBRA,Technology
ZDGE,Technology
ZEN,Technology
ZIXI,Technology
ZS,Technology
ZUO,Technology
ZNGA,Technology
AIRT,Transportation
ATSG,Transportation
ALK,Transportation
ALGT,Transportation
AAL,Transportation
ARCB,Transportation
ASC,Transportation
AAWW,Transportation
AVH,Transportation
AZUL,Transportation
BSTI,Transportation
BCO,Transportation
BRS,Transportation
CHRW,Transportation
CNI,Transportation
CP,Transportation
CPLP,Transportation
CEA,Transportation
ZNH,Transportation
VLRS,Transportation
CPA,Transportation
CAAP,Transportation
CMRE,Transportation
CVTI,Transportation
CYRX,Transportation
CYRXW,Transportation
CSX,Transportation
DAC,Transportation
DAL,Transportation
DHT,Transportation
DCIX,Transportation
DSX,Transportation
DSXN,Transportation
LPG,Transportation
DRYS,Transportation
EGLE,Transportation
ECHO,Transportation
ERA,Transportation
EURN,Transportation
ESEA,Transportation
EXPD,Transportation
FDX,Transportation
FWRD,Transportation
FRO,Transportation
GNK,Transportation
GNRT,Transportation
GWR,Transportation
GSL,Transportation
GLBS,Transportation
GOL,Transportation
OMAB,Transportation
PAC,Transportation
ASR,Transportation
GSH,Transportation
HA,Transportation
HTLD,Transportation
HUBG,Transportation
HUNT,Transportation
HUNTU,Transportation
HUNTW,Transportation
JBHT,Transportation
JBLU,Transportation
KSU,Transportation
KSU^,Transportation
KNX,Transportation
LSTR,Transportation
LTM,Transportation
MRTN,Transportation
NVGS,Transportation
NNA,Transportation
NM,Transportation
NMM,Transportation
NAO,Transportation
NSC,Transportation
ODFL,Transportation
OSG,Transportation
PTSI,Transportation
PANL,Transportation
PATI,Transportation
PHII,Transportation
PHIIK,Transportation
PXS,Transportation
RLGT,Transportation
RRTS,Transportation
RYAAY,Transportation
SB,Transportation
SAIA,Transportation
SNDR,Transportation
SALT,Transportation
SLTB,Transportation
SBBC,Transportation
SBNA,Transportation
STNG,Transportation
CKH,Transportation
SMHI,Transportation
SHIP,Transportation
SHIPW,Transportation
SSW,Transportation
SSWA,Transportation
SSWN,Transportation
SFL,Transportation
SINO,Transportation
SKYW,Transportation
LUV,Transportation
SAVE,Transportation
SBLK,Transportation
SBLKZ,Transportation
GASS,Transportation
STB,Transportation
TK,Transportation
TOPS,Transportation
TRMD,Transportation
TNP,Transportation
UNP,Transportation
UAL,Transportation
UPS,Transportation
ULH,Transportation
USAK,Transportation
USDP,Transportation
WERN,Transportation
YRCW,Transportation
ZTO,Transportation
